0,0.119101
1,0.135601
2,0.132786
3,0.132238
4,0.132121
5,0.133099
6,0.131026
7,0.132121
8,0.129267
9,0.131339
10,0.132551
11,0.130948
12,0.131339
13,0.132395
14,0.133802
15,0.135132
16,0.132473
17,0.132551
18,0.136148
19,0.139707
20,0.134936
21,0.137400
22,0.137791
23,0.137009
24,0.137634
25,0.135445
26,0.135836
27,0.136109
28,0.134037
29,0.130049
30,0.135601
31,0.133763
32,0.134311
33,0.137595
34,0.136774
35,0.134311
36,0.132903
37,0.132473
38,0.131496
39,0.130596
40,0.129540
41,0.131613
42,0.131926
43,0.131456
44,0.132082
45,0.130831
46,0.133020
47,0.132317
48,0.132590
49,0.134467
50,0.134467
51,0.135327
52,0.134233
53,0.134506
54,0.130635
55,0.131339
56,0.133959
57,0.132864
58,0.132590
59,0.131769
60,0.129971
61,0.129423
62,0.131339
63,0.129267
64,0.129892
65,0.131535
66,0.134506
67,0.133451
68,0.133138
69,0.132786
70,0.134076
71,0.136305
72,0.133529
73,0.136852
74,0.136539
75,0.134975
76,0.134819
77,0.135679
78,0.136891
79,0.135875
80,0.132708
81,0.132590
82,0.133685
83,0.134350
84,0.134584
85,0.129892
86,0.130322
87,0.133490
88,0.132981
89,0.131496
90,0.130088
91,0.130518
92,0.131417
93,0.133451
94,0.134506
95,0.136070
96,0.138729
97,0.137282
98,0.133646
99,0.133802
100,0.134037
101,0.132669
102,0.133568
103,0.130909
104,0.132043
105,0.131496
106,0.131183
107,0.133685
108,0.142131
109,0.207468
110,0.427996
111,0.522502
112,0.452082
113,0.304125
114,0.151202
115,0.139707
116,0.139120
117,0.140019
118,0.137400
119,0.137713
120,0.138534
121,0.137634
122,0.140723
123,0.137439
124,0.136813
125,0.137947
126,0.137673
127,0.137517
128,0.136579
129,0.134350
130,0.133294
131,0.134467
132,0.134389
133,0.137087
134,0.134936
135,0.135015
136,0.136148
137,0.134975
138,0.135718
139,0.135523
140,0.133177
141,0.135718
142,0.135054
143,0.135445
144,0.138573
145,0.137791
146,0.136852
147,0.138729
148,0.139902
149,0.136970
150,0.138807
151,0.137321
152,0.136618
153,0.133020
154,0.127937
155,0.129540
156,0.131183
157,0.129736
158,0.128289
159,0.131769
160,0.129775
161,0.127859
162,0.127312
163,0.129814
164,0.128993
165,0.128250
166,0.128641
167,0.129892
168,0.127703
169,0.130322
170,0.128915
171,0.128837
172,0.130205
173,0.129853
174,0.129345
175,0.131887
176,0.130440
177,0.131456
178,0.129267
179,0.129931
180,0.130831
181,0.130635
182,0.127781
183,0.131339
184,0.132669
185,0.132317
186,0.133255
187,0.134780
188,0.134506
189,0.136109
190,0.133724
191,0.133881
192,0.134780
193,0.135210
194,0.134154
195,0.132669
196,0.134154
197,0.134858
198,0.133685
199,0.135093
200,0.133294
201,0.133411
202,0.134858
203,0.134506
204,0.132864
205,0.131339
206,0.130909
207,0.131183
208,0.130635
209,0.131026
210,0.130205
211,0.130596
212,0.129971
213,0.129306
214,0.131456
215,0.133255
216,0.130948
217,0.128250
218,0.132160
219,0.131535
220,0.130518
221,0.131926
222,0.128172
223,0.129931
224,0.129423
225,0.130987
226,0.128719
227,0.129619
228,0.128837
229,0.129971
230,0.131300
231,0.130518
232,0.129931
233,0.128798
234,0.130870
235,0.132942
236,0.131535
237,0.128719
238,0.129462
239,0.129501
240,0.129228
241,0.130283
242,0.129462
243,0.130440
244,0.130948
245,0.128563
246,0.126530
247,0.126803
248,0.127546
249,0.128485
250,0.127742
251,0.128328
252,0.131183
253,0.132317
254,0.129384
255,0.134545
256,0.129931
257,0.130283
258,0.129110
259,0.132199
260,0.126960
261,0.127781
262,0.129697
263,0.133333
264,0.131026
265,0.130283
266,0.127038
267,0.128407
268,0.130362
269,0.133881
270,0.131378
271,0.127898
272,0.129032
273,0.129384
274,0.131222
275,0.131144
276,0.130870
277,0.130635
278,0.127625
279,0.132434
280,0.131104
281,0.129853
282,0.131026
283,0.130792
284,0.127976
285,0.126764
286,0.128094
287,0.127976
288,0.129189
289,0.128485
290,0.129501
291,0.127859
292,0.129814
293,0.131574
294,0.131535
295,0.129931
296,0.131104
297,0.136344
298,0.142717
299,0.146354
300,0.141036
301,0.137908
302,0.128524
303,0.127468
304,0.126021
305,0.127820
306,0.128563
307,0.131378
308,0.129345
309,0.128250
310,0.128055
311,0.128641
312,0.132747
313,0.133216
314,0.131535
315,0.134350
316,0.134076
317,0.133998
318,0.132786
319,0.131378
320,0.130987
321,0.129032
322,0.128993
323,0.131104
324,0.132082
325,0.131183
326,0.129032
327,0.130831
328,0.131965
329,0.131339
330,0.134858
331,0.130909
332,0.130479
333,0.132981
334,0.132473
335,0.128641
336,0.126921
337,0.126608
338,0.129032
339,0.127273
340,0.127155
341,0.126217
342,0.130557
343,0.130440
344,0.131104
345,0.128837
346,0.128798
347,0.128367
348,0.128798
349,0.130870
350,0.132864
351,0.133607
352,0.134467
353,0.134115
354,0.133920
355,0.134154
356,0.133490
357,0.134780
358,0.138104
359,0.136461
360,0.138143
361,0.138260
362,0.136227
363,0.135327
364,0.131965
365,0.133568
366,0.135836
367,0.132669
368,0.131026
369,0.131808
370,0.132669
371,0.136852
372,0.138064
373,0.136500
374,0.136148
375,0.135562
376,0.135601
377,0.137947
378,0.139628
379,0.136891
380,0.139003
381,0.138182
382,0.137400
383,0.137126
384,0.135171
385,0.135562
386,0.133411
387,0.136930
388,0.137321
389,0.135953
390,0.137048
391,0.140098
392,0.141192
393,0.141857
394,0.142483
395,0.141974
396,0.139394
397,0.137243
398,0.139433
399,0.137595
400,0.137908
401,0.137400
402,0.135757
403,0.136657
404,0.136031
405,0.136148
406,0.139003
407,0.138768
408,0.137986
409,0.138338
410,0.141153
411,0.138104
412,0.138534
413,0.137048
414,0.136461
415,0.137673
416,0.140137
417,0.138964
418,0.136461
419,0.135445
420,0.137126
421,0.137634
422,0.138182
423,0.137752
424,0.136227
425,0.137009
426,0.137478
427,0.137595
428,0.135640
429,0.135132
430,0.132278
431,0.131535
432,0.134350
433,0.132395
434,0.134154
435,0.133020
436,0.129149
437,0.130322
438,0.132981
439,0.132942
440,0.130909
441,0.132786
442,0.131926
443,0.132278
444,0.133411
445,0.132004
446,0.133216
447,0.134428
448,0.131261
449,0.129619
450,0.130674
451,0.134115
