0,0.443441,0.000012
1,0.462326,0.018240
2,0.462052,0.017213
3,0.461466,0.018003
4,0.459433,0.018397
5,0.459902,0.017896
6,0.458377,0.017309
7,0.457634,0.017766
8,0.457321,0.018312
9,0.456461,0.017703
10,0.456031,0.017128
11,0.453841,0.017926
12,0.448054,0.018166
13,0.449697,0.017637
14,0.446960,0.016983
15,0.444418,0.017715
16,0.442698,0.018184
17,0.443753,0.017819
18,0.439726,0.017082
19,0.441681,0.017622
20,0.442385,0.018164
21,0.448133,0.017362
22,0.456226,0.017041
23,0.461818,0.017318
24,0.465572,0.018043
25,0.472179,0.017704
26,0.471085,0.016958
27,0.479843,0.017440
28,0.483245,0.018131
29,0.489814,0.017501
30,0.493528,0.016984
31,0.499785,0.017499
32,0.501427,0.017969
33,0.508465,0.017479
34,0.510850,0.017076
35,0.515777,0.017216
36,0.518944,0.017906
37,0.527311,0.017291
38,0.526295,0.017131
39,0.532707,0.017268
40,0.534584,0.017743
41,0.536735,0.017768
42,0.540488,0.016757
43,0.542522,0.017310
44,0.548387,0.017839
45,0.550615,0.017411
46,0.554252,0.016883
47,0.560547,0.017032
48,0.564262,0.017725
49,0.571182,0.017528
50,0.576422,0.016642
51,0.576109,0.017443
52,0.578025,0.017799
53,0.585063,0.017155
54,0.591046,0.016740
55,0.596324,0.017363
56,0.598006,0.017762
57,0.601094,0.017595
58,0.602150,0.016805
59,0.608680,0.017249
60,0.611378,0.017983
61,0.616774,0.017182
62,0.619941,0.016954
63,0.623304,0.017057
64,0.626080,0.017961
65,0.629794,0.017326
66,0.630694,0.016888
67,0.630889,0.017317
68,0.630420,0.017745
69,0.633196,0.017572
70,0.633079,0.016928
71,0.634604,0.017377
72,0.634916,0.017595
73,0.638396,0.017243
74,0.639491,0.016895
75,0.649266,0.017080
76,0.659863,0.017512
77,0.668895,0.017197
78,0.671788,0.016711
79,0.675542,0.016989
80,0.676168,0.017690
81,0.678787,0.017510
82,0.683245,0.016745
83,0.682776,0.017261
84,0.681290,0.017766
85,0.683362,0.017361
86,0.682698,0.016743
87,0.688328,0.017151
88,0.685982,0.017734
89,0.686373,0.017377
90,0.689110,0.016743
91,0.688054,0.017251
92,0.688954,0.017734
93,0.692747,0.017362
94,0.687976,0.016805
95,0.689384,0.017203
96,0.691182,0.017318
97,0.691065,0.017474
98,0.691691,0.016559
99,0.691925,0.017120
100,0.690009,0.017479
101,0.691691,0.017331
102,0.686530,0.016762
103,0.688915,0.017088
104,0.682893,0.017917
105,0.683010,0.017248
106,0.678514,0.016978
107,0.677927,0.017059
108,0.675698,0.017638
109,0.675503,0.017465
110,0.670224,0.016763
111,0.669794,0.017279
112,0.665728,0.017771
113,0.663812,0.017445
114,0.660215,0.016829
115,0.658729,0.016928
116,0.657986,0.017632
117,0.659276,0.017220
118,0.653646,0.016659
119,0.651417,0.017194
120,0.647585,0.017722
121,0.646803,0.017402
122,0.643519,0.016613
123,0.639569,0.017298
124,0.634525,0.017668
125,0.624477,0.017360
126,0.628895,0.016741
127,0.632258,0.017022
128,0.626940,0.017751
129,0.622287,0.017711
130,0.621427,0.016787
131,0.620058,0.017426
132,0.611495,0.017767
133,0.668035,0.016401
134,0.683284,0.016621
135,0.682502,0.017232
136,0.727429,0.017984
137,0.707292,0.017455
138,0.693411,0.016842
139,0.675151,0.017886
140,0.654428,0.017868
141,0.671124,0.017308
142,0.688954,0.016757
143,0.702365,0.016921
144,0.700527,0.017824
145,0.710420,0.018459
146,0.701661,0.016722
147,0.701271,0.016973
148,0.700332,0.017554
149,0.697321,0.017323
150,0.697087,0.016574
151,0.699120,0.017017
152,0.694467,0.017709
153,0.694858,0.017208
154,0.691652,0.016702
155,0.694584,0.017059
156,0.691026,0.017791
157,0.694545,0.017311
158,0.687585,0.016672
159,0.689775,0.016952
160,0.691143,0.017236
161,0.688289,0.017120
162,0.686373,0.016636
163,0.684614,0.016971
164,0.682658,0.017492
165,0.683792,0.017182
166,0.683206,0.016883
167,0.684887,0.017014
168,0.680508,0.017664
169,0.681994,0.017302
170,0.677614,0.016807
171,0.675894,0.017099
172,0.671593,0.017506
173,0.672414,0.017084
174,0.667605,0.016714
175,0.667018,0.016943
176,0.666471,0.017687
177,0.664047,0.017160
178,0.663382,0.016628
179,0.663538,0.017043
180,0.660332,0.017315
181,0.659941,0.017266
182,0.656735,0.016625
183,0.655757,0.017013
184,0.650870,0.017763
185,0.648484,0.017294
186,0.646178,0.016710
187,0.648954,0.016893
188,0.643675,0.017680
189,0.644574,0.017273
190,0.637771,0.016577
191,0.638357,0.017233
192,0.633274,0.017561
193,0.634213,0.017439
194,0.629012,0.016506
195,0.632961,0.017131
196,0.629364,0.017369
197,0.629716,0.017115
198,0.625376,0.016716
