0,0.217752,0.000024
1,0.233001,0.017805
2,0.235621,0.017641
3,0.232805,0.016810
4,0.233783,0.017088
5,0.234135,0.017881
6,0.231828,0.017480
7,0.231398,0.017157
8,0.234682,0.017131
9,0.235464,0.017718
10,0.236911,0.017687
11,0.236872,0.016831
12,0.236559,0.017319
13,0.235230,0.017881
14,0.237654,0.017282
15,0.236051,0.016957
16,0.237458,0.017115
17,0.238670,0.017472
18,0.238123,0.017476
19,0.237849,0.016704
20,0.237849,0.017311
21,0.236794,0.017727
22,0.237654,0.017245
23,0.235660,0.016869
24,0.237654,0.017341
25,0.239022,0.017726
26,0.238944,0.017264
27,0.238436,0.016888
28,0.235581,0.017052
29,0.236559,0.017609
30,0.238475,0.017404
31,0.236246,0.016637
32,0.234291,0.017332
33,0.235308,0.017644
34,0.234135,0.017328
35,0.234017,0.016929
36,0.233822,0.017088
37,0.233392,0.017579
38,0.233744,0.017358
39,0.231750,0.016678
40,0.231984,0.017145
41,0.237576,0.017399
42,0.238709,0.017273
43,0.236754,0.016737
44,0.235347,0.017083
45,0.233509,0.017753
46,0.234057,0.017379
47,0.231867,0.016649
48,0.232414,0.017180
49,0.233079,0.017409
50,0.231710,0.017474
51,0.230772,0.016419
52,0.232649,0.016883
53,0.233157,0.017459
54,0.232844,0.017170
55,0.231476,0.016755
56,0.234878,0.016768
57,0.234917,0.017373
58,0.234799,0.017231
59,0.233314,0.016540
60,0.232414,0.017371
61,0.231789,0.017525
62,0.231085,0.017315
63,0.234135,0.016588
64,0.233040,0.017062
65,0.230968,0.017531
66,0.236754,0.017264
67,0.237458,0.016600
68,0.238944,0.017017
69,0.236754,0.017523
70,0.235347,0.017218
71,0.234448,0.016540
72,0.233470,0.016994
73,0.230420,0.017439
74,0.232453,0.016950
75,0.232962,0.016578
76,0.233275,0.017050
77,0.235190,0.017555
78,0.233118,0.017287
79,0.232375,0.016405
80,0.232180,0.017039
81,0.231671,0.017437
82,0.231046,0.017067
83,0.233079,0.016630
84,0.234878,0.016907
85,0.234839,0.017628
86,0.236715,0.017193
87,0.234799,0.016434
88,0.234291,0.017144
89,0.232884,0.017400
90,0.233118,0.017156
91,0.233822,0.016611
92,0.238045,0.016894
93,0.238709,0.017561
94,0.234995,0.017260
95,0.231789,0.016557
96,0.232258,0.017051
97,0.232571,0.017381
98,0.231124,0.017263
99,0.230303,0.016528
100,0.233079,0.016908
101,0.238905,0.017222
102,0.236715,0.017139
103,0.234487,0.016714
104,0.236363,0.016957
105,0.238358,0.017256
106,0.236403,0.016965
107,0.234487,0.016629
108,0.234604,0.017104
109,0.235581,0.017475
110,0.235542,0.017180
111,0.233939,0.016506
112,0.232610,0.016827
113,0.231710,0.017370
114,0.233548,0.017014
115,0.232571,0.016623
116,0.231202,0.016988
117,0.233431,0.017486
118,0.231554,0.017100
119,0.230537,0.016653
120,0.228934,0.016928
121,0.229482,0.017303
122,0.228113,0.017197
123,0.224516,0.016785
124,0.224360,0.016857
125,0.225454,0.017326
126,0.223382,0.017224
127,0.221662,0.016382
128,0.222874,0.017075
129,0.224242,0.017523
130,0.224946,0.016943
131,0.224594,0.016328
132,0.223030,0.016679
133,0.221779,0.017446
134,0.221701,0.017082
135,0.223147,0.016462
136,0.222170,0.016800
137,0.224086,0.017233
138,0.223069,0.017012
139,0.222444,0.016597
140,0.224946,0.016719
141,0.227097,0.017298
142,0.224203,0.017018
143,0.223069,0.016614
144,0.223656,0.016873
145,0.223030,0.017339
146,0.222796,0.017210
147,0.223851,0.016453
148,0.223304,0.016710
149,0.223969,0.017299
150,0.222913,0.017034
151,0.223265,0.016420
152,0.221935,0.016691
153,0.223499,0.017026
154,0.224438,0.017255
155,0.222796,0.016402
156,0.224985,0.016714
157,0.222405,0.017508
158,0.225259,0.016941
159,0.224829,0.016545
160,0.226706,0.016913
161,0.223929,0.017284
162,0.223695,0.017002
163,0.224516,0.016264
164,0.222835,0.016984
165,0.223929,0.017351
166,0.225885,0.017118
167,0.222874,0.016355
168,0.225728,0.016589
169,0.226041,0.017332
170,0.224790,0.017165
171,0.225376,0.016194
172,0.223734,0.016827
173,0.226197,0.017153
174,0.226823,0.016916
175,0.225415,0.016454
176,0.222405,0.016726
177,0.224008,0.017270
178,0.226354,0.017012
179,0.224633,0.016329
180,0.226393,0.016901
181,0.224555,0.017057
182,0.222639,0.016992
183,0.220293,0.016436
184,0.220684,0.016782
185,0.222405,0.017328
186,0.219394,0.017018
187,0.220137,0.016135
188,0.220410,0.017082
189,0.221935,0.017136
190,0.223812,0.017057
191,0.222326,0.016405
192,0.223030,0.016697
193,0.223382,0.017389
194,0.224516,0.017109
195,0.224868,0.016429
196,0.222209,0.016923
197,0.222600,0.017486
198,0.220098,0.016969
199,0.220254,0.016378
200,0.218299,0.016906
201,0.218494,0.017322
202,0.220606,0.016881
203,0.220489,0.016561
204,0.219746,0.016910
205,0.218846,0.017205
206,0.216070,0.017312
207,0.216461,0.016275
208,0.220528,0.016580
209,0.221036,0.017263
210,0.218807,0.016896
211,0.216383,0.016508
212,0.217556,0.016834
213,0.216070,0.017081
214,0.217165,0.016935
